"pl_name","hostname","discoverymethod","default_flag","pl_eqt","pl_insol","pl_eqt_est","pl_orbeccen","st_met","st_teff","st_rad","st_mass","T_used","can_hold_water_temp","WRI_temp_prob"
"K2-413 c","K2-413","Transit",1,NA,69.529,804.204863684244,NA,-0.205,4116,0.7,0.808,804.204863684244,0,0.000769595188539168
"K2-414 b","K2-414","Transit",1,NA,72.113,811.574868958184,NA,-0.102,4343,0.732,0.814,811.574868958184,0,0.000693835684546554
"K2-414 c","K2-414","Transit",1,NA,56.13,762.296560214112,NA,-0.102,4343,0.732,0.814,762.296560214112,0,0.00138707062808377
"K2-415 b","K2-415","Transit",1,412.4,4.82,412.4,NA,-0.13,3173,0.1965,0.1635,412.4,0,0.160341945661353
"K2-416 b","K2-416","Transit",1,447,NA,447,NA,NA,3746,0.554,0.548,447,0,0.105029283459141
"K2-417 b","K2-417","Transit",1,558,NA,558,NA,NA,3861,0.5776,0.569,558,0,0.0240221823738676
"K2-419 A b","K2-419 A","Transit",1,377,3.3,377,0.042,-0.11,3711,0.541,0.562,377,0,0.239110335059469
"K2-42 b","K2-42","Transit",1,NA,44.1,717.686615410605,NA,NA,4613,0.643,0.702,717.686615410605,0,0.00259529909442261
"K2-43 b","K2-43","Transit",1,939.3,NA,939.3,NA,NA,3840.6,0.542,0.571,939.3,0,0.000115072230782047
"K2-43 c","K2-43","Transit",1,1093.7,NA,1093.7,NA,NA,3840.6,0.542,0.571,1093.7,0,1.31058502449081e-05
"K2-45 b","K2-45","Transit",1,NA,100,880.694328356894,NA,NA,4103,0.445,0.503,880.694328356894,0,0.000262452087412445
"K2-46 b","K2-46","Transit",1,NA,119,919.839255638399,NA,NA,6256,1.29,0.96,919.839255638399,0,0.000151314592667961
"K2-47 b","K2-47","Transit",1,NA,10.7,503.699064117555,NA,NA,5054,0.76,0.75,503.699064117555,0,0.0501931854162583
"K2-48 b","K2-48","Transit",1,NA,15.3,550.805232411383,NA,NA,4899,0.73,0.77,550.805232411383,0,0.0265136861096657
"K2-49 b","K2-49","Transit",1,NA,59,771.859408689576,NA,NA,4175,0.45,0.51,771.859408689576,0,0.0012126491383441
"K2-5 b","K2-5","Transit",1,565,24.1,565,NA,-0.33,3930,0.57,0.61,565,0,0.0218179869135167
"K2-5 c","K2-5","Transit",1,456,10.2,456,NA,-0.33,3930,0.57,0.61,456,0,0.0937067095369219
"K2-50 b","K2-50","Transit",1,NA,18.8,579.915426672468,NA,NA,4326,0.546,0.611,579.915426672468,0,0.0177608195499811
"K2-52 b","K2-52","Transit",1,2004,NA,2004,NA,0.055,7147,2.192,1.691,2004,0,3.58559684980746e-11
"K2-53 b","K2-53","Transit",1,665,NA,665,NA,-0.037,5263,0.807,0.851,665,0,0.00543153302761244
"K2-54 b","K2-54","Transit",1,560,NA,560,0.24,-0.02,3990,0.643,0.615,560,0,0.0233711412783653
"K2-55 b","K2-55","Transit",1,NA,115,912.010124518242,NA,NA,4456,0.63,0.696,912.010124518242,0,0.000168934188068906
"K2-57 b","K2-57","Transit",1,635.8,NA,635.8,0.25,0.08,4413,0.671,0.699,635.8,0,0.00816899706286383
"K2-58 b","K2-58","Transit",1,NA,118,917.900700595437,NA,NA,5413,0.86,0.89,917.900700595437,0,0.000155498300403922
"K2-58 c","K2-58","Transit",1,NA,462,1291.17673875357,NA,NA,5413,0.86,0.89,1291.17673875357,0,8.14096414082228e-07
"K2-58 d","K2-58","Transit",1,NA,24.6,620.238865080437,NA,NA,5413,0.86,0.89,620.238865080437,0,0.0101483722264653
"K2-59 b","K2-59","Transit",1,NA,17.1,566.336075662272,NA,NA,5055,0.731,0.774,566.336075662272,0,0.021420338715349
"K2-59 c","K2-59","Transit",1,NA,38.3,692.827141779293,NA,NA,5055,0.731,0.774,692.827141779293,0,0.00367818605011689
"K2-6 b","K2-6","Transit",1,615,NA,615,NA,-0.14,5850,0.96,0.97,615,0,0.010916273995788
"K2-60 b","K2-60","Transit",1,1400,NA,1400,0,0.01,5500,1.12,0.97,1400,0,1.76055364642409e-07
"K2-61 b","K2-61","Transit",1,NA,1686,1784.59467215914,NA,NA,6293,1.36,1.21,1784.59467215914,0,7.85892883336501e-10
"K2-62 b","K2-62","Transit",1,NA,66,793.800162351946,NA,NA,4880,0.73,0.77,793.800162351946,0,0.000890827336124242
"K2-62 c","K2-62","Transit",1,NA,20.5,592.602753086121,NA,NA,4880,0.73,0.77,592.602753086121,0,0.0149002239213203
"K2-63 b","K2-63","Transit",1,NA,188,1031.25166281559,NA,NA,6771,1.63,1.4,1031.25166281559,0,3.15561138064684e-05
"K2-63 c","K2-63","Transit",1,NA,139,956.266407008987,NA,NA,6771,1.63,1.4,956.266407008987,0,9.06354719131993e-05
"K2-64 b","K2-64","Transit",1,NA,98,876.257439995352,NA,NA,5312,0.726,0.741,876.257439995352,0,0.000279355248635433
"K2-65 b","K2-65","Transit",1,NA,45,721.320587855011,NA,NA,5213,0.84,0.87,721.320587855011,0,0.00246624453251934
"K2-66 b","K2-66","Transit",1,1372,840,1372,0,-0.047,5887,1.67,1.11,1372,0,2.61071377394377e-07
"K2-68 b","K2-68","Transit",1,NA,41,704.727410340215,NA,NA,4746,0.675,0.73,704.727410340215,0,0.00311283894169113
"K2-69 b","K2-69","Transit",1,NA,17.9,572.846754951071,NA,NA,4127,0.491,0.551,572.846754951071,0,0.0195818737688496
"K2-7 b","K2-7","Transit",1,786,NA,786,0.24,0.049,5700,1.533,1.056,786,0,0.000994067820361369
"K2-70 b","K2-70","Transit",1,NA,62,781.489454328126,NA,NA,5622,0.93,0.94,781.489454328126,0,0.00105913665716129
"K2-71 b","K2-71","Transit",1,NA,13.4,532.845618626699,NA,NA,4006,0.426,0.477,532.845618626699,0,0.0338785255139997
"K2-72 b","K2-72","Transit",1,NA,8.5,475.532201120999,0.11,NA,3360.47,0.330989,0.271365,475.532201120999,0,0.072828178398917
"K2-72 c","K2-72","Transit",1,NA,2.2,339.180495048208,0.11,NA,3360.47,0.330989,0.271365,339.180495048208,1,0.348555440929427
"K2-72 d","K2-72","Transit",1,NA,5.4,424.544911083181,0.11,NA,3360.47,0.330989,0.271365,424.544911083181,0,0.13864616150348
"K2-72 e","K2-72","Transit",1,NA,1.2,291.487886320701,0.11,NA,3360.47,0.330989,0.271365,291.487886320701,1,0.511423095055111
"K2-73 b","K2-73","Transit",1,NA,213,1063.94725977742,NA,NA,5922,1.06,1.05,1063.94725977742,0,1.99197277729446e-05
"K2-74 b","K2-74","Transit",1,NA,59.1,772.186260089815,NA,NA,6060,0.98,0.96,772.186260089815,0,0.00120709142971396
"K2-75 b","K2-75","Transit",1,NA,430,1268.21332919866,NA,NA,5995,1.56,1.16,1268.21332919866,0,1.12462250772172e-06
"K2-75 c","K2-75","Transit",1,NA,138,954.541843802161,NA,NA,5995,1.56,1.16,954.541843802161,0,9.2861600479361e-05
"K2-77 b","K2-77","Transit",1,806,NA,806,0.29,0.13,5160,0.792,0.847,806,0,0.000750413213062968
"K2-79 b","K2-79","Transit",1,1022,181,1022,0.23,0.035,5897,1.265,1.066,1022,0,3.59434029661656e-05
"K2-8 b","K2-8","Transit",1,631,37.7,631,NA,-0.02,4870,0.74,0.78,631,0,0.00873482200177719
"K2-8 c","K2-8","Transit",1,801,97.8,801,NA,-0.02,4870,0.74,0.78,801,0,0.000805067104111343
"K2-80 b","K2-80","Transit",1,NA,32.5,664.960793450996,NA,NA,5441,0.87,0.9,664.960793450996,0,0.00543451406459456
"K2-80 c","K2-80","Transit",1,NA,166,999.659785360467,NA,NA,5441,0.87,0.9,999.659785360467,0,4.92193756829106e-05
"K2-81 b","K2-81","Transit",1,NA,62.9,784.310196025345,0.06,NA,4674.13,0.634663,0.745273,784.310196025345,0,0.00101796334913626
"K2-83 b","K2-83","Transit",1,NA,41.5,706.866213107875,NA,NA,3910,0.424,0.484,706.866213107875,0,0.00302083047173256
"K2-83 c","K2-83","Transit",1,NA,7.42,459.648847820873,NA,NA,3910,0.424,0.484,459.648847820873,0,0.0894363108982539
"K2-84 b","K2-84","Transit",1,NA,178,1017.25585943645,NA,NA,5652,0.93,0.95,1017.25585943645,0,3.84246483680215e-05
"K2-84 c","K2-84","Transit",1,NA,25.3,624.604817840531,NA,NA,5652,0.93,0.95,624.604817840531,0,0.00954945153163433
"K2-86 b","K2-86","Transit",1,NA,78,827.654060736934,NA,NA,5482,0.76,0.79,827.654060736934,0,0.000553422155999983
"K2-87 b","K2-87","Transit",1,979,NA,979,NA,0.328,5747,1.401,1.164,979,0,6.58237072317672e-05
"K2-88 b","K2-88","Transit",1,NA,7.8,465.424081313981,NA,NA,3537,0.256,0.258,465.424081313981,0,0.0830353939347332
"K2-89 b","K2-89","Transit",1,NA,78,827.654060736934,NA,NA,3691,0.318,0.347,827.654060736934,0,0.000553422155999983
"K2-9 b","K2-9","Transit",1,314,1.36,314,NA,-0.25,3390,0.31,0.3,314,1,0.432643551670613
"K2-90 b","K2-90","Transit",1,502,NA,502,NA,-0.225,4484,0.619,0.629,502,0,0.0513453054212177
"K2-90 c","K2-90","Transit",1,NA,80.8,834.983781032555,0.19,NA,4421.98,0.634754,0.704613,834.983781032555,0,0.000499215019253441
"K2-91 b","K2-91","Transit",1,NA,46,725.294956368551,NA,NA,3622,0.284,0.292,725.294956368551,0,0.00233241990903
"K2-95 b","K2-95","Transit",1,474,NA,474,NA,0.1,3566,0.4,0.41,474,0,0.0742974764887177
"K2-97 b","K2-97","Transit",1,1566,NA,1566,0.207,0.328,4673,4.14,1.17,1566,0,1.70298676162154e-08
"K2-98 b","K2-98","Transit",1,1185,NA,1185,0.119,-0.044,6260,1.518,1.246,1185,0,3.62683989849407e-06
"K2-99 b","K2-99","Transit",1,1184,NA,1184,0.22,0.2,6069,2.55,1.44,1184,0,3.67823468213691e-06
"K2-99 c","K2-99","Radial Velocity",1,390,NA,390,0.21,0.2,6069,2.55,1.44,390,0,0.207429538396902
"KELT-10 b","KELT-10","Transit",1,1377,600,1377,NA,0.09,5948,1.209,1.112,1377,0,2.43334621749705e-07
"KELT-11 b","KELT-11","Transit",1,1712,NA,1712,0,0.17,5375,2.69,1.44,1712,0,2.18270312965141e-09
"KELT-12 b","KELT-12","Transit",1,1800,1749,1800,0,0.19,6279,2.37,1.591,1800,0,6.3273269824649e-10
"KELT-14 b","KELT-14","Transit",1,1970,NA,1970,0,0.32,5720,1.52,1.239,1970,0,5.78546043334709e-11
"KELT-16 b","KELT-16","Transit",1,2453,NA,2453,0,-0.002,6236,1.36,1.211,2453,0,6.46680606261857e-14
"KELT-17 b","KELT-17","Transit",1,2087,NA,2087,NA,-0.018,7454,1.645,1.635,2087,0,1.11517346616509e-11
"KELT-18 b","KELT-18","Transit",1,2085,3152,2085,0,0.09,6670,1.908,1.524,2085,0,1.14700305020101e-11
"KELT-19 A b","KELT-19 A","Transit",1,1935,2340,1935,NA,-0.12,7500,1.83,1.62,1935,0,9.46728542381525e-11
"KELT-20 b","KELT-20","Transit",1,2262,4362.5,2262,NA,-0.29,8720,1.565,1.76,2262,0,9.50396248547718e-13
"KELT-21 b","KELT-21","Transit",1,2051,2950,2051,0,-0.405,7598,1.638,1.458,2051,0,1.85072138389512e-11
"KELT-23 A b","KELT-23 A","Transit",1,1561,991.183,1561,0,-0.105,5899,0.996,0.944,1561,0,1.82711816213369e-08
"KELT-24 b","KELT-24","Transit",1,1391,624,1391,0.0319,0.138,6426,1.338,1.268,1391,0,1.99824579017647e-07
"KELT-4 A b","KELT-4 A","Transit",1,1823,1840,1823,0,-0.116,6206,1.603,1.201,1823,0,4.57789268271042e-10
"KELT-9 b","KELT-9","Transit",1,4050,44900,4050,0,-0.03,10170,2.362,2.52,4050,0,1.12539974177696e-23
"KOBE-1 b","KOBE-1","Radial Velocity",1,594.4,20.56,594.4,0,-0.01,4135,0.619,0.629,594.4,0,0.0145335368934899
"KOBE-1 c","KOBE-1","Radial Velocity",1,392.5,3.91,392.5,0,-0.01,4135,0.619,0.629,392.5,0,0.20170566067798
"KOI-1257 b","KOI-1257","Transit",1,511,NA,511,0.772,0.27,5520,1.13,0.99,511,0,0.0455157490559407
"KOI-13 b","KOI-13","Transit",1,2550,NA,2550,0.00064,0.2,7650,1.74,1.72,2550,0,1.65164151094925e-14
"KOI-134 b","KOI-134","Transit",1,659,45,659,0.16,0.427,6160,1.667,1.407,659,0,0.005907192268528
"KOI-1783.01","KOI-1783","Transit",1,NA,5.7,430.322360360075,0,0.11,5922,1.143,1.076,430.322360360075,0,0.129219625258566
"KOI-1783.02","KOI-1783","Transit",1,NA,2.49,349.844488434652,0,0.11,5922,1.143,1.076,349.844488434652,1,0.315301155274079
"KOI-1831 d","Kepler-324","Transit",1,475,NA,475,NA,NA,5233,0.835,0.901,475,0,0.0733354704791874
"KOI-1833 d","Kepler-968","Transit",1,613,NA,613,NA,NA,4413,0.667,0.681,613,0,0.0112243520234786
"KOI-3503 b","KOI-3503","Transit",1,785,NA,785,NA,NA,6001,1.255,0.858,785,0,0.00100814028673075
"KOI-3503 c","KOI-3503","Transit",1,686,NA,686,NA,NA,6001,1.255,0.858,686,0,0.00404756480709351
"KOI-3680 b","KOI-3680","Transit",1,347,NA,347,0.496,0.16,5830,0.96,1.01,347,1,0.324005309590768
"KOI-4777.01","KOI-4777","Transit",1,1180,320,1180,0,0.1,3515,0.4,0.41,1180,0,3.89120071595197e-06
"KOI-94 b","KOI-94","Transit",1,1486,NA,1486,0.25,0.0228,6182,1.52,1.277,1486,0,5.24924772533545e-08
"KOI-94 c","KOI-94","Transit",1,1012,NA,1012,0.43,0.0228,6182,1.52,1.277,1012,0,4.13740047331317e-05
"KOI-94 d","KOI-94","Transit",1,806,NA,806,0.022,0.0228,6182,1.52,1.277,806,0,0.000750413213062968
"KOI-94 e","KOI-94","Transit",1,584,NA,584,0.019,0.0228,6182,1.52,1.277,584,0,0.0167854474123051
"KOI-984 b","KOI-984","Transit",1,1022,NA,1022,0.12,0.12,5295,0.818,0.928,1022,0,3.59434029661656e-05
"KOI-984 c","KOI-984","Transit Timing Variations",1,597,NA,597,0.38,0.12,5295,0.818,0.928,597,0,0.0140187514208168
"KPS-1 b","KPS-1","Transit",1,1459,729,1459,0,0.22,5165,0.907,0.892,1459,0,7.67531166930484e-08
"Kepler-10 b","Kepler-10","Transit",1,2188,NA,2188,0,-0.15,5708,1.065,0.91,2188,0,2.69230395782658e-12
"Kepler-10 c","Kepler-10","Transit",1,579,NA,579,0.136,-0.15,5708,1.065,0.91,579,0,0.0179869385654422
"Kepler-10 d","Kepler-10","Radial Velocity",1,387,NA,387,0.19,-0.15,5708,1.065,0.91,387,0,0.214455321480623
"Kepler-101 b","Kepler-101","Transit",1,1513,NA,1513,0.086,0.33,5667,1.56,1.17,1513,0,3.59003030207026e-08
"Kepler-101 c","Kepler-101","Transit",1,1413,NA,1413,0,0.33,5667,1.56,1.17,1413,0,1.46624090572121e-07
"Kepler-102 b","Kepler-102","Transit",1,857,90,857,0.1,0.11,4909,0.724,0.803,857,0,0.000366271132343331
"Kepler-102 c","Kepler-102","Transit",1,777,61,777,0.094,0.11,4909,0.724,0.803,777,0,0.00112812542379831
"Kepler-102 d","Kepler-102","Transit",1,686,36.9,686,0.092,0.11,4909,0.724,0.803,686,0,0.00404756480709351
"Kepler-102 e","Kepler-102","Transit",1,590,20.3,590,0.089,0.11,4909,0.724,0.803,590,0,0.0154474601936914
"Kepler-102 f","Kepler-102","Transit",1,495,10,495,0.1,0.11,4909,0.724,0.803,495,0,0.0563606670870799
"Kepler-103 b","Kepler-103","Transit",1,973,149.9,973,0.093,0.16,6009,1.492,1.212,973,0,7.16219689492918e-05
"Kepler-103 c","Kepler-103","Transit",1,434,5.95,434,0.095,0.16,6009,1.492,1.212,434,0,0.123507598451429
"Kepler-1052 c","Kepler-1052","Transit",1,302,1.96,302,0,-0.22,5818,0.848,0.937,302,1,0.474467626921751
"Kepler-107 b","Kepler-107","Transit",1,1592,1073,1592,0.1,0.321,5854,1.447,1.238,1592,0,1.1811998557102e-08
"Kepler-107 c","Kepler-107","Transit",1,1378,602,1378,0.08,0.321,5854,1.447,1.238,1378,0,2.39934574260727e-07
"Kepler-107 d","Kepler-107","Transit",1,1173,315,1173,0.11,0.321,5854,1.447,1.238,1173,0,4.29398938796775e-06
"Kepler-107 e","Kepler-107","Transit",1,955,138.7,955,0.1,0.321,5854,1.447,1.238,955,0,9.22649175223901e-05
"Kepler-109 b","Kepler-109","Transit",1,1276,442,1276,0.11,-0.02,5950,1.387,1.094,1276,0,1.00791036358458e-06
"Kepler-109 c","Kepler-109","Transit",1,859,91,859,0.098,-0.02,5950,1.387,1.094,859,0,0.000356110648327875
"Kepler-111 c","Kepler-111","Transit",1,352.2,2.48,352.2,0.176,0.237,5914,1.145,1.118,352.2,0,0.308189782597002
"Kepler-1126 c","Kepler-1126","Transit",1,305,2.06,305,0,-0.4,5678,0.921,0.794,305,1,0.463954589876193
"Kepler-1162 c","Kepler-1162","Transit",1,401,6.14,401,0,0.14,5225,0.859,0.861,401,0,0.18313150540629
"Kepler-117 b","Kepler-117","Transit",1,984,NA,984,0.0493,-0.04,6150,1.606,1.129,984,0,6.13520271950954e-05
"Kepler-117 c","Kepler-117","Transit",1,704,NA,704,0.0323,-0.04,6150,1.606,1.129,704,0,0.00314476357193223
"Kepler-1181 c","Kepler-1181","Transit",1,1124,377.25,1124,0,0.07,6688,1.347,1.336,1124,0,8.55660877245666e-06
"Kepler-12 b","Kepler-12","Transit",1,1480,NA,1480,NA,0.07,5947,1.483,1.166,1480,0,5.71167519641284e-08
"Kepler-130 c","Kepler-130","Transit",1,683,NA,683,0,0.02,5879,1.17,1,683,0,0.00422134883841427
"Kepler-138 b","Kepler-138","Transit",1,452,9.9,452,0.02,-0.18,3841,0.535,0.535,452,0,0.0985973094511531
"Kepler-138 c","Kepler-138","Transit",1,410,6.8,410,0.017,-0.18,3841,0.535,0.535,410,0,0.164940937562742
"Kepler-138 d","Kepler-138","Transit",1,345,3.4,345,0.01,-0.18,3841,0.535,0.535,345,1,0.33019952231112
"Kepler-138 e","Kepler-138","Transit Timing Variations",1,292,1.73,292,0.112,-0.18,3841,0.535,0.535,292,1,0.509622373124747
"Kepler-1471 c","Kepler-1471","Transit",1,841,118.5,841,0,0.16,5533,1.166,0.934,841,0,0.000458711565979262
"Kepler-1487 c","Kepler-1487","Transit",1,991,227.68,991,0,0.4,5745,3.955,1.801,991,0,5.55973264808904e-05
"Kepler-1491 c","Kepler-1491","Transit",1,530,18.66,530,0,0.14,5626,1.389,0.991,530,0,0.035213857621518
"Kepler-1514 b","Kepler-1514","Transit",1,387.9,3.23,387.9,0.401,0.119,6145,1.289,1.196,387.9,0,0.212329582547441
"Kepler-1514 c","Kepler-1514","Transit",1,1066,193,1066,0.32,0.119,6145,1.289,1.196,1066,0,1.93525946702259e-05
"Kepler-1518 c","Kepler-1518","Transit",1,1094,338.33,1094,0,-0.34,6432,1.345,1.06,1094,0,1.30506428079515e-05
"Kepler-1610 c","Kepler-1610","Transit",1,433,8.34,433,0,-0.1,5295,0.8,0.825,433,0,0.125038949120897
"Kepler-164 e","Kepler-164","Transit",1,429,7.99,429,0,-0.1,5888,1.097,0.966,429,0,0.131327836501647
"Kepler-1649 b","Kepler-1649","Transit",1,307,2.208,307,NA,-0.15,3240,0.2317,0.1977,307,1,0.456963075959516
"Kepler-1649 c","Kepler-1649","Transit",1,234,0.75,234,NA,-0.15,3240,0.2317,0.1977,234,1,0.701536985947625
"Kepler-1652 b","Kepler-1652","Transit",1,268,0.81,268,NA,-0.3,3638,0.382,0.404,268,1,0.5929573734912
"Kepler-1653 b","Kepler-1653","Transit",1,284,0.98,284,NA,-0.18,4807,0.693,0.719,284,1,0.537694434497747
"Kepler-1654 b","Kepler-1654","Transit",1,206,0.3,206,0.26,-0.088,5597,1.179,1.011,206,1,0.777061407858481
"Kepler-1655 b","Kepler-1655","Transit",1,938,129.1,938,0.19,-0.24,6148,1.03,1.03,938,0,0.000117196327911232
"Kepler-1661 b","Kepler-1661","Transit",1,243,0.88,243,0.057,-0.12,5100,0.762,0.841,243,1,0.674363206953423
"Kepler-1669 d","Kepler-1669","Transit",1,669,47.3,669,0,-0.2,4224,0.603,0.609,669,0,0.00513578998312045
"Kepler-167 b","Kepler-167","Transit",1,918,NA,918,0,0.02,4884,0.749,0.777,918,0,0.000155281213009613
"Kepler-167 c","Kepler-167","Transit",1,771,NA,771,0,0.02,4884,0.749,0.777,771,0,0.00122738458368153
"Kepler-167 d","Kepler-167","Transit",1,538,NA,538,0,0.02,4884,0.749,0.777,538,0,0.0315832105837123
"Kepler-167 e","Kepler-167","Transit",1,134.4,NA,134.4,0.29,0.02,4884,0.749,0.777,134.4,0,0.90517760661278
"Kepler-17 b","Kepler-17","Transit",1,1570,NA,1570,0.011,0.26,5781,1.01034,1.04,1570,0,1.60978168408393e-08
"Kepler-1704 b","Kepler-1704","Transit",1,253.8,0.342,253.8,0.92,0.196,5746,1.697,1.132,253.8,1,0.640150302759878
"Kepler-1708 b","Kepler-1708","Transit",1,NA,0.561,241.027121861366,0.4,0,6157,1.117,1.088,241.027121861366,1,0.680429674173136
"Kepler-177 b","Kepler-177","Transit",1,NA,30.4,653.948571470818,0,-0.11,5732,1.324,0.921,653.948571470818,0,0.00633959923550462
"Kepler-177 c","Kepler-177","Transit",1,NA,25.4,625.221103560869,0,-0.11,5732,1.324,0.921,625.221103560869,0,0.00946777814683397
"Kepler-1801 c","Kepler-1801","Transit",1,371,4.47,371,0,-0.06,5738,0.981,0.936,371,0,0.254807223316456
"Kepler-1814 c","Kepler-1814","Transit",1,1711,2011.27,1711,0,0.2,4922,0.823,0.79,1711,0,2.21363362854867e-09
"Kepler-1834 c","Kepler-1834","Transit",1,1541,1334.22,1541,0,0.16,4821,0.788,0.765,1541,0,2.42096262666377e-08
"Kepler-1859 c","Kepler-1859","Transit",1,1327,732.82,1327,0,0.16,5887,1.235,1.09,1327,0,4.91764789202905e-07
"Kepler-186 f","Kepler-186","Transit",1,NA,0.3,206.113061051101,0.04,-0.26,3755,0.523,0.544,206.113061051101,1,0.776785681599672
"Kepler-1869 c","Kepler-1869","Transit",1,1455,1056.84,1455,0,-0.06,5808,0.902,0.987,1455,0,8.11970607410649e-08
"Kepler-1876 b","Kepler-1876","Transit",1,1299,475,1299,0.098,0.01,6104,1.477,1.187,1299,0,7.29234758390358e-07
"Kepler-1894 c","Kepler-1894","Transit",1,1007,243.06,1007,0,0,5772,0.901,0.999,1007,0,4.43896390204889e-05
"Kepler-19 b","Kepler-19","Transit",1,851,87.6,851,0.41,-0.13,5541,0.859,0.936,851,0,0.000398524581285204
"Kepler-1921 c","Kepler-1921","Transit",1,1791,2436.47,1791,0,0.02,6120,2,1.251,1791,0,7.18157883510594e-10
"Kepler-1976 b","Kepler-1976","Transit Timing Variations",1,1103,349.4,1103,0,0.1,5712,1.082,0.976,1103,0,1.14982811517086e-05
"Kepler-1977 b","Kepler-1977","Transit",1,798,95.61,798,0,-0.06,4805,0.688,0.769,798,0,0.000839750409057414
"Kepler-1978 b","Kepler-1978","Transit",1,676,49.3,676,0,-0.04,5251,0.778,0.869,676,0,0.00465627927718308
"Kepler-1979 b","Kepler-1979","Transit",1,683,51.32,683,0,-0.06,5942,0.938,1.028,683,0,0.00422134883841427
"Kepler-1980 b","Kepler-1980","Transit",1,564,23.95,564,0,0.14,5819,0.99,1.049,564,0,0.0221203246459323
"Kepler-1981 b","Kepler-1981","Transit",1,390,5.45,390,0,0.12,5874,3.006,1.519,390,0,0.207429538396902
"Kepler-1982 b","Kepler-1982","Transit",1,1282,638.38,1282,0,0.21,6202,1.122,1.213,1282,0,9.26308203586929e-07
"Kepler-1983 b","Kepler-1983","Transit",1,807,100.13,807,0,0.12,5135,0.874,0.812,807,0,0.000739935652359406
"Kepler-1984 b","Kepler-1984","Transit",1,675,48.82,675,0,-0.14,3638,0.42,0.45,675,0,0.00472195059050942
"Kepler-1985 b","Kepler-1985","Transit",1,1129,382.68,1129,0,0.14,5370,0.966,0.877,1129,0,7.97529148288372e-06
"Kepler-1986 b","Kepler-1986","Transit",1,579,26.62,579,0,-0.54,5549,0.732,0.776,579,0,0.0179869385654422
"Kepler-1987 b","Kepler-1987","Transit",1,997,233.38,997,0,0.12,4769,0.714,0.799,997,0,5.10962969446148e-05
"Kepler-1987 c","Kepler-1987","Transit",1,860,129.44,860,0,0.12,4769,0.714,0.799,860,0,0.00035113655855954
"Kepler-1987 d","Kepler-1987","Transit",1,744,72.38,744,0,0.12,4769,0.714,0.799,744,0,0.00179363196719757
"Kepler-1987 e","Kepler-1987","Transit",1,643,40.33,643,0,0.12,4769,0.714,0.799,643,0,0.0073877293555557
"Kepler-1988 b","Kepler-1988","Transit",1,1105,351.79,1105,0,-0.1,6033,1.788,1.127,1105,0,1.11792049167326e-05
"Kepler-1989 b","Kepler-1989","Transit",1,904,157.97,904,0,-0.14,6032,1.06,0.999,904,0,0.000189085944992904
"Kepler-1990 b","Kepler-1990","Transit",1,1554,1372.87,1554,0,0.21,5751,1.071,1.028,1554,0,2.01624889507921e-08
"Kepler-1990 c","Kepler-1990","Transit",1,1170,442.08,1170,0,0.21,5751,1.071,1.028,1170,0,4.47913450680748e-06
"Kepler-1991 b","Kepler-1991","Transit",1,760,78.79,760,0,0.16,5478,1.053,0.914,760,0,0.00143256137507788
"Kepler-1991 c","Kepler-1991","Transit",1,634,38.27,634,0,0.16,5478,1.053,0.914,634,0,0.00837679088792199
"Kepler-1992 b","Kepler-1992","Transit",1,637,38.99,637,0,0,5383,0.842,0.874,637,0,0.00803331616039289
"Kepler-1993 b","Kepler-1993","Transit",1,903,157.45,903,0,-0.04,5159,3.062,1.373,903,0,0.000191764917229276
"Kepler-1994 b","Kepler-1994","Transit",1,1032,268.27,1032,0,0.16,5495,0.961,0.932,1032,0,3.12255800277493e-05
"Kepler-1995 b","Kepler-1995","Transit",1,375,4.66,375,0,0.48,5029,0.93,0.847,375,0,0.244268018520078
"Kepler-1996 b","Kepler-1996","Transit",1,392,5.61,392,0,0.08,4580,0.675,0.748,392,0,0.202840919506204
"Kepler-1996 c","Kepler-1996","Transit",1,276,1.38,276,0,0.08,4580,0.675,0.748,276,1,0.565529517131548
"Kepler-1997 b","Kepler-1997","Transit",1,660,44.86,660,0,-0.06,6215,1.052,1.111,660,0,0.00582513348614466
"Kepler-1998 b","Kepler-1998","Transit",1,1187,468.31,1187,0,0.06,5640,0.921,0.962,1187,0,3.52619465762198e-06
"Kepler-1999 b","Kepler-1999","Transit",1,577,26.17,577,0,-0.24,4406,0.628,0.632,577,0,0.0184908336788506
"Kepler-20 b","Kepler-20","Transit",1,1187,331,1187,0.083,0.07,5495,0.9164,0.929,1187,0,3.52619465762198e-06
"Kepler-20 c","Kepler-20","Transit",1,828,78.7,828,0.076,0.07,5495,0.9164,0.929,828,0,0.000550736232217537
"Kepler-20 d","Kepler-20","Transit",1,430,5.71,430,0.082,0.07,5495,0.9164,0.929,430,0,0.129730885677953
"Kepler-20 e","Kepler-20","Transit",1,1004,169.8,1004,0.092,0.07,5495,0.9164,0.929,1004,0,4.63035192174077e-05
"Kepler-20 f","Kepler-20","Transit",1,681,35.9,681,0.094,0.07,5495,0.9164,0.929,681,0,0.00434131265255622
"Kepler-20 g","Kepler-20","Radial Velocity",1,524,NA,524,0.15,0.07,5495,0.9639,0.948,524,0,0.0381974953464689
"Kepler-2000 b","Kepler-2000","Transit",1,530,18.73,530,0,0.48,3757,0.576,0.581,530,0,0.035213857621518
